location,filename_prefix,camera name,alternate_name,maint_date,month,position,battery,img_delay_sec,burst,imgs_captured,imgs_on_sd,day_start,day_end,days_active,maint_staff,action items,field notes,footage reviewed?,review notes,imgs on zooniverse?,imgs on WI?,imgs backed up x2,on _box,other_notes,exclude
VSFB,vsc_15oct22,Sudden Canyon Cam,,15-Oct-22,Oct,same as previous,100%,60,8,290,280,9/7/22 16:31,10/10/22 12:05,33,MC A A M,,"images in old fencepost folder for oct are of VSC - battery not in camera, inactive entire month?",yes,gap from 10/10 - 10/15 and kids said battery was out,,yes,,,,
VSFB,vsc_24jun22,Sudden Canyon Cam,,24-Jun-22,June,same as previous,,,8,,1616,6/3/22 15:00,6/24/22 13:22,21,MC ME LW,,"New SD card from Fort, in correct casing",yes,,,yes,no,,,
VSFB,vsc_31jul22,Sudden Canyon Cam,,31-Jul-22,Jul,same as previous,,,8,1080,1080,6/24/22 15:03,7/31/22 13:54,37,MM,,"Sudden canyon: 1080, 100%",yes,,,yes,yes (two drives),,,
VSFB,vsc_7sep22,Sudden Canyon Cam,,7-Sep-22,Aug,changed to 12mp,100%,,8,522,522,8/2/22 0:00,9/7/22 0:00,36,ZZ MM,,,yes,first photo 2 aug,,yes,no and originals are missing from everywhere,,,
VSFB,vshc_15oct22,Short Canyon Cam,,15-Oct-22,Oct,pointed at groud - fixex,75%,60,10,240,240,9/7/22 18:17,9/21/22 20:13,14,MC A A M,fix,pointed at the ground,yes,"looks like coyote knocked camera on angle on 9/16 2:17 am; pointed at the ground as of 9/21 8:13pm, did get 4 mouse triggers after that",,yes,yes but not renamed,,,
VSFB,vsito_15oct22,Saucito Cam,,15-Oct-22,Oct,same as previous,100%,60,10,1556,1256,8/21/22 15:19,10/15/22 14:11,55,MC A A M,,looks good,yes,only 6 people images at the end instead of 10 so didn't copy them into people folder,,yes,yes but not renamed,,,
VSFB,vsito_31jul22,Saucito Cam,,31-Jul-22,Jul,same as previous,,,10,280,120,6/24/22 11:58,7/31/22 15:03,37,MM,,"Suacito: 280, 100%",yes,,,yes,yes (two drives),,,
VSFB,vwc_15oct22,Water Canyon Cam,,15-Oct-22,Oct,new camera,0%,60,10,1481,1481,8/21/22 15:06,10/15/22 13:56,55,MC A A M,move so it's pointed slightly more inland,looks good,yes,caught a lot of wave action,SD card for WC was labeled NWC (1481 images),yes,yes but in wrong folder,,,
JLDP,wall_18jun22,Seawall Cam,North Seawall?,18-Jun-22,June,same as previous,99%,0,10,970,970,5/14/22 13:14,6/18/22 9:18,35,ZZ MC ME,,"lots of fishermen; 970 ing, 99% batt, changed to no delay, looks like pigs rooting in front",yes,camera upsidedown,,yes,,,,
JLDP,wc_18jun22,Wood Canyon Cam,,18-Jun-22,June,placed 5/10/22,,5,8,,32234,5/14/22 13:45,5/28/22 17:14,14,ZZ MC ME,,died or SD card full 28 May @ 2:!4pm,yes,filenames start at 10000 and second chunk of files start at 1; lots of walking footage that I didn't count so it starts at 10880,,yes,yes,,,
JLDP,wc_20aug22,Wood Canyon Cam,,20-Aug-22,Aug,same as previous,83%,,8,7592,7600,7/30/22 14:16,8/20/22 11:05,21,ZZ MM,armor and lock with master lock 1,"7592, 83% batt, pig poop",yes,night mode needs to be switched to blur reduction,,yes,yes names not changed,,,
JLDP,wood_12nov22,Wood Canyon Cam,,12-Nov-22,Nov,same as previous,70%,,,944,944,10/16/22 12:10,11/12/22 15:29,27,ME A F LW,,sd card 5 put in,yes,bobcat!,,yes,yes,,,
JLDP,wood_16oct22,Wood Canyon Cam,,16-Oct-22,Oct,same as previous,76%,60,8,2504,2510,9/17/22 14:22,10/16/22 13:09,29,MC A M,switch to blur reduction,,yes,,,yes,yes but not renamed,,,
JLDP,wood_17sep22,Wood Canyon Cam,,17-Sep-22,Sep,same as previous,78%,,8,5003,4997,8/20/22 11:07,9/17/22 13:20,28,ME MH,,,yes,changed file prefix to wood,,yes,yes but not renamed,,,
JLDP,wood_30jul22,Wood Canyon Cam,,30-Jul-22,Jul,same as previous,,,8,,14809,6/18/22 11:22,7/30/22 10:50,42,MM,,"Wood canyon: 14000, 87%",yes,,,yes,yes,,,
JLDP,,Percos Beach Cam,,20-Aug-22,Aug,moved lower to catc more action,100%,,8,488,496,7/30/22 11:02,8/20/22 11:15,21,ZZ MM,armor and lock with master lock 1,"488 photos, 100% batt, lots of action in front; Movd (see photo)",yes,still not catching a lot,,yes,yes names not changed,,,
JLDP,,Black Canyon Cam,,7-Jan-23,Jan,knocked over,,,,,,,,0,,,,,,,na,,,,
JLDP,,Big Cojo Cam,Govies,6-Jan-23,Jan,tilted at sky,,,,,,,,0,,,,,,,na,,,,
JLDP,,Percos Boat Cam,,14-May-22,May,same as previous,,,8,,11056,4/28/22 10:58,5/3/22 10:59,5,ZZ SC,,someone turned off camera at 11:00am 5/3/22,yes,,,yes,,,,
JLDP,boat_18jun22,Percos Boat Cam,,18-Jun-22,June,same as previous,,,8,,*21897*,5/14/22 11:57,5/17/22 23:00,3,ZZ MC ME,,"water pushed boatcam under boat, pointed at ground, 5/17 @11pm - lots of footage of mice",yes,,,yes,,,,
JLDP,,Percos Boat Cam,,18-Jun-22,June,pointed downwards,,,8,,1616?,5/17/22 23:00,6/18/22 10:53,32,ZZ MC ME,,"water pushed boatcam under boat, pointed at ground, 5/17 @11pm - lots of footage of mice; ""Boat cam was fucked again so we moved it""",yes,,,yes,yes,,,
JLDP,,Percos Boat Cam,,30-Jul-22,Jul,removed by unknown for the entire month,,,,,0,,,0,,,,,,,na,,,,y
JLDP,,Percos Boat Cam,,20-Aug-22,Aug,replaced lock with master lock 1,100%,,8,11000,,7/30/22 11:50,8/17/22 15:14,18,ZZ MM,"check new position, replace combo lock with master lock","Boat 11k photos, 100% batt, replaces lock, pig prints",yes,why did images stop at 8/17? why do file numbers start at 1865? numbering is allll messed up. DATA LOSS - recovered,,yes,DOWNLOADING NOW TO CHECK FILE NAMING STUFF,,,
JLDP,,Percos Boat Cam,,16-Oct-22,Oct,same as previous,50%,60,8,5915,5915,9/17/22 14:31,9/29/22 6:37,13,MC A M,,,yes,pictures stop randomly on 29 sept - 3 IMAGES OF A SEAGULL - what went wrong?,,yes,,,,
JLDP,,Percos Boat Cam,,12-Nov-22,Nov,same as previous,--,,,--,2039,1/16/17 17:33,2/12/17 20:56,27,ME A F LW,FIX SETTINGS,,yes,boat camera reset itself somehow; date is wrong and only taking one photo per burst,,,,,,
JLDP,,Percos Boat Cam,,,Dec,,,,,,,,,,MH and SC,,,,,,,,,,
JLDP,,Percos Boat Cam,,6-Jan-23,Jan,landslide knocked it free,,,,,,,,,,,,,,,,,,,
JLDP,,Percos Boat Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
JLDP,,Bonyard Cam,,1-Oct-22,Sep,same as previous,100%,,8,,464,9/7/22 12:37,10/1/22 11:29,24,MC,,could not locate on 9/17,yes,,,yes (started to divide deployments up into months),yes but not renamed,,,
JLDP,,Cojo Gate Cam,,17-Sep-22,Sep,same as previous,100%,,10,2760,2760,8/26/22 0:00,9/17/22 0:00,22,EW MC,,,yes,marked animals w purple,,yes,,,,
JLDP,,Cojalama Cam,,forgot?,Jul,forgot?,,,10,,,,,,ZZ,,,?,,,,,,,y
JLDP,,Cojalama Cam,,21-Aug-22,Aug,fell but was fixed by stranger mid deployment,,,10,,1018,7/30/22 0:00,8/21/22 0:00,6,ZZ,replace dummy lock with master lock 1,,yes,"sign flapping and triggering camera, camera fell over at 7/30 2:54:19 and was fixed at 8/15 :24:12",,all people so no,,,,
JLDP,,Cove Cam,,5-Apr-22,April,placed,,30,8,,8288,3/13/22 0:00,4/5/22 0:00,23,ZZ SC JO,fix position,facing sky,yes,,,yes,,,,
JLDP,,Cove Cam,,17-Sep-22,Sep,same as previous,100%,,8,2024,2024,8/22/22 7:03,9/17/22 10:01,26,ME MH,fix angle,,yes,camera pointed down at 9/4 2:44 pm; continually bonked around by vultures but footage ok,,yes,,,,
JLDP,,Cove Cam,,16-Oct-22,Oct,same as previous,100%,60,8,200,200,9/17/22 10:06,10/16/22 13:08,29,MC A M,,,yes,but there is a card for this month w pics starting 9/17,,yes,yes but not renamed,,,
JLDP,,North Beach Fort Cam,,5-Apr-22,April,placed,,30,8,,616,3/13/22 0:00,4/5/22 0:00,23,ZZ,,,yes,,,yes,,,,
JLDP,,North Beach Fort Cam,,17-Sep-22,Sep,same as previous,100%,,8,944,944,8/20/22 14:47,9/17/22 10:57,28,EW MC,,,yes,,,yes,yes but not renamed,,,
JLDP,,North Beach Fort Cam,,16-Oct-22,Oct,same as previous,,60,8,,1936,9/17/22 0:00,10/16/22 0:00,29,MC,,none,yes,9/21 1:42 objct placed over camera - 2:39; there are a bunch of videos on this SD that are dated 6/24/22 and pointed at the sky. labeled vandy60 ????,,yes,yes but not renamed,,,
JLDP,,North Beach Fort Cam,,12-Nov-22,Nov,same as previous,100%,,,4520,,,,,ME A F LW,,,,zoe can't find SD card,,,,,,
JLDP,,North Beach Fort Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,North Beach Fort Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,North Beach Fort Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Big Cojo Cam,Govies,28-Apr-22,April,,,30,8,,632,4/17/22 0:00,4/28/22 9:21,11.38958333,ZZ,,"blocked by vegetation most of the time, esp at night",yes,called gc and missing the _,,yes,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,28-Apr-22,April,,,30,8,,528,4/17/22 0:00,4/28/22 0:00,11,ZZ,,"blocked by vegetation most of the time, esp at night",yes,"called ""gc2""",,no animals in footage,,,,
JLDP,,Big Cojo Cam,Govies,5-Apr-22,April,,,30,8,,104,3/13/22 0:00,4/5/22 0:00,23,ZZ SC JO,,,yes,,,yes,yes,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,30-Jul-22,Jul,moved - pointed different direction,,,,,5536,6/18/22 15:03,7/30/22 9:05,93,ZZ,,"Gobies 2: 5536 pictures, 95%",attempting to use Animl 10/12/23,,,,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,18-Jun-22,June,placed 4/17/22,,,8,,896,4/29/22 9:16,6/18/22 10:20,50,MC ME,,M&M didnt take notes,yes,assuming camera was off until the 29th? unsure,,yes,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,17-Sep-22,Sep,same as previous,90%,,8,1368,1368,8/20/22 13:00,9/17/22 10:45,28,ME MH,,,yes,file prefix is gov2,,yes,yes but not renamed,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,16-Oct-22,Oct,same as previous,84%,60,8,7032,7032,9/17/22 10:46,10/16/22 14:05,29,MC A M,,"replaced batteries, put in water canyon card - ZZ: water canyon card could not have been used twice",yes,,,yes,yes but not renamed,,,
JLDP,,Jalama 2 Cam,,20-Jul-22,June (late),crooked - fixed,0%,,10,90,90,5/31/22 15:05,5/31/22 15:09,0,ZZ MM,,"batteries died immediately, only photos of us; didn't have replacements",yes,,,no animal photos,yes,,,
JLDP,,Jalama 2 Cam,,30-Jul-22,Jul,same as previous,replaced - 100%,,10,0,0,na,na,0,ZZ,,,na,,,na,na,,,y
JLDP,,North Beach Canyon Cam,,18-Jun-22,June,Changed angle to face dune,100%,1,8,350,,4/21/17 22:22,6/18/22 9:58,,ZZ MC ME,,"NB canyon - 350 img, 100% batt, 1 sec delay. Very dirty! Mostly pics of people",no,date still incorrect but i fixed before pulling sd,,no,DWONLOADING NOW,,,
JLDP,,North Beach Canyon Cam,,30-Jul-22,Jul,stolen - replaced 7/31,,,,0,0,na,na,0,ZZ,,,na,,,na,na,,,y
JLDP,,North Beach Canyon Cam,,20-Aug-22,Aug,"cam was pushed to face inland - pushed back. setup wrong so didn't take bursts or motion, just did timelapse",0% but not dead,,8,4000,4885,7/31/22 0:00,8/20/22 0:00,0,ZZ MM,check lock - turn camera back to orignal position and change timelapse (Was this done?),,yes,no usable footage - camera on timelapse mode from 8-12 daily; was also turned to face canyon at some point between the 5th and 6th,,no,,,,y
JLDP,,North Beach Canyon Cam,,SD CARD NOT SWAPPED,Oct,same as previous,50%,,,100,NA,NA,NA,NA,MC A M,NA,left card in because other new card didn't read,NA,,,,,,,
JLDP,,North Beach Canyon Cam,,12-Nov-22,Nov,same as previous,70%,,,110,,,,,ME A F LW,,,,zoe can't find SD card,,na,,,,
JLDP,,North Beach Canyon Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,North Beach Canyon Cam,,7-Jan-23,Jan,pointed at dune,25%,,,220,,,,,,,,,,,,,,,
JLDP,,North Beach Canyon Cam,,26-Feb-23,Feb,,,,,,,,,,,,,,,,,,,,
JLDP,,North Beach Canyon Cam,,,April,not visited,,,,,,,,,,,,,,,na,,,,
JLDP,,North Beach Canyon Cam,,31-May-23,May,not visited,,,,,,,,,,,,,,,na,,,,
JLDP,,North Beach Canyon Cam,,,June,,,,,,,,,,,,,,,,,,,,
JLDP,,North Beach Canyon Cam,,,July,,,,,,,,,,,,,,,,,,,,
VSFB,,North Jalama Cam,,21-Aug-22,Aug,placed,NA,,,NA,NA,NA,NA,,ZZ MM,NA,,NA,,,NA,,,,y
VSFB,,North Jalama Cam,,NOT VISITED,,,,,,,,,,,,,,NA,,,na,,,,y
JLDP,,North Vista Spring Cam,,17-Sep-22,Sep,same as previous,100%,,8,264,272,8/26/22 0:00,9/17/22 0:00,22,EW MC,angle camera down more,,yes,,,yes,,,,
JLDP,,North Vista Spring Cam,,16-Oct-22,Oct,same as previous,,60,8,,304,9/17/22 0:00,10/16/22 0:00,29,MC,,none,yes,lots of images on this SD from before 9/17 (but all dated january 2020); didn't name them,,yes,yes but not renamed,,,
JLDP,,North Vista Spring Cam,,12-Nov-22,Nov,same as previous,--,,,--,NA,NA,NA,NA,ME A F LW,figure out what's up with lock,"lock wouldn't turn, tried twice",NA,,,,,,,
JLDP,,North Vista Spring Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,North Vista Spring Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,North Vista Spring Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Beach Cam,,17-Sep-22,Sep,changed position last month and it sucks,100%,,8,464,472,8/20/22 11:17,9/17/22 13:28,28,ME MH,fix angle,,yes,loys of pics will likely be hard toid for zooniverse folks,,yes,yes but not renamed,,,
JLDP,,Percos Beach Cam,,16-Oct-22,Oct,pulled on post to angle down slightly,100%,,,880,NA,NA,NA,NA,MC A M,NA,"sd card error, left old one in",NA,,,,,,,
JLDP,,Percos Beach Cam,,not visited,Dec,,,,,,,,,,,,,,,,,,,,
JLDP,,Percos Beach Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Beach Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Boat Cam,,28-Apr-22,April,,,30,8,,,4/17/22 0:00,4/28/22 0:00,11,ZZ,,,yes,missing _,,yes,,,,
JLDP,,Percos Driftwood Cam,,5-Apr-22,April,angled too much at the sky to catch anything,,30,8,,1048,3/13/22 0:00,4/5/22 0:00,23,ZZ,,,yes,some really epic sunrises,,yes,,,,
JLDP,,Percos Driftwood Cam,,17-Apr-22,April,camera got knocked and tipped up even more,,30,8,,1144,4/5/22 0:00,4/17/22 0:00,12,ZZ,fix angle!,,yes,stopped copying pictures halfway through because camera was tipped towards the sky,,yes,,,,
JLDP,,Percos Driftwood Cam,,28-Apr-22,April,,,30,8,,6608,4/17/22 0:00,4/28/22 0:00,11,ZZ,,,yes,missing _,,yes,,,,
JLDP,,Percos Driftwood Cam,,18-Jun-22,June,,,,8,,,1/1/20 1:14,1/8/2020 4:55:00 = 6/3/22,8,ZZ MC ME,,,,SOMETHING IS UP ABOUT THIS ROW - DRIFTWOOD WAS NOT COLLECTED UNTIL JULY 30 AND THE DATE WAS OK?,,,,,,y
JLDP,,Percos Driftwood Cam,,30-Jul-22,Jul,same as previous - year fixed,,,8,,992,4/28/22 9:46,7/30/22 10:39,93,MM,,"Driftwood: 990 pictures, 100%",yes,,,yes,yes,,,
JLDP,,Percos Driftwood Cam,,17-Sep-22,Sep,same as previous,98%,,8,649,665,8/20/22 10:44,9/17/22 14:42,28,ME MH,,,yes,,,yes,yes but not renamed,,,
JLDP,,Percos Driftwood Cam,,16-Oct-22,Oct,same as previous,95%,60,8,369,368,9/17/22 15:45,10/16/22 14:06,29,MC A M,,,yes,,,yes,yes but not renamed,,,
JLDP,,Percos Driftwood Cam,,12-Nov-22,Nov,same as previous,96%,,,0,,?,?,?,ME A F LW,lock this camera,"PD out, 11 in",NA,,,na,,,,
JLDP,,Percos Driftwood Cam,,,Dec,,,,,,,,,,MH and SC,,,,,,,,,,
JLDP,,Percos Driftwood Cam,,6-Jan-23,Jan,same as previous,,,,,,,,,,,,,,,,,,,
JLDP,,Percos Driftwood Cam,,26-Feb-23,Feb,,,,,,,,,,,,,,,,,,,,
JLDP,,Percos Driftwood Cam,,,April,not visited,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Driftwood Cam,,31-May-23,May,had been flipped up at sky,,,,,7192,2/26/23 12:34 (says 2022 on timestamp),4/13/23 11:23,,,,didnt pull SD because forgot keys,yes,somehow camera isn't taking photos from 4pm to 4am. someone flipped up on 4/13/23 11:23 - i fix 5/31/23 10:17,no,no,yes,,,
JLDP,,Percos Driftwood Cam,,,June,rotated to face cliff,,,,,7192,5/31/23 10:17,6/19/22 11:08,,,,,,somehow camera isn't taking photos from 4pm to 4am. someone flipped up on 4/13/23 11:23 - i fix 5/31/23 10:17,no,no,yes,,,
JLDP,,Percos Driftwood Cam,,,July,,,,,,,,7/9/23 0:00,,,,,,somehow camera isn't taking photos from 4pm to 4am,,,,,,
JLDP,,Percos Log Cam,,17-Sep-22,Sep,same as previous,100%,,8,21664,21665,8/20/22 11:40,9/17/22 13:38,28,ME MH,,,yes,"101 is only partially present, pull from ext HD // marked seal stranding and predation with blue",,yes,yes,,,
JLDP,,Percos Log Cam,,16-Oct-22,Oct,same as previous,100%,60,8,8168,8195,9/17/22 14:42,10/16/22 13:26,29,MC A M,should probably put a rock under one side to fix anglew,,yes,,,yes,yes but not renamed,,,
JLDP,,Percos Log Cam,,12-Nov-22,Nov,,0%,,,19249,19249,10/16/22 13:28,10/24/22 0:14,8,ME A F LW,,card 4 put in,yes,didn't sort after weird deletions happened - taking 1-2 photos at a time instead of bursts only towrds the end - SD card management?,,yes,yes,,weird discrepancy between numbering system and actual count of photos PICTURES ARE MISSING??,
JLDP,,Percos Log Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Log Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Log Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Post Cam,,16-Oct-22,Oct,same as previous,100%,60,8,5800,5800,9/17/22 14:48,10/16/22 13:28,29,MC A M,REMOVE VEGETATION,,yes,,,yes,yes but not renamed,,,
JLDP,,Percos Post Cam,,12-Nov-22,Nov,,100%,,,17336,4945,10/16/22 13:44,10/23/22 19:25,7,ME A F LW,,,yes,"starting 10/23, 9:59, images all messed up. didn't import correctly? finish first half",,yes,yes,,end date is when something started deleting 2/3 of the photos,
JLDP,,Percos Post Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Percos Post Cam,,7-Jan-23,Jan,same as previous - removed for safety,,,,,,,,,,,,,,,,,,,
JLDP,,Percos Post Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,7-Sep-22,Sep,moved to new location immediately south of riz n - is this vsfb 16? i hate myself,99%%,,,420,30,8/30/22 7:30,9/7/22 17:59,3,ZZ,,DATA LOSS,yes,"yikes, lots of images missing",,"yes, in wrong deployment (riz s canyon)",yes,,,
JLDP,,Seawall Cam,,20-Aug-22,Aug,same as previous,70%,,10,1090,1090,7/30/22 9:37,8/20/22 15:05,21,ZZ MM,upsidedown,,yes,,,yes,no,,,
JLDP,,Seawall Cam,,17-Sep-22,Sep,same as previous,37%,,10,2010,920,8/20/22 15:06,9/17/22 11:12,28,EW MC,,changed batteries,yes,missing some on google drive only (670 in folder),,yes,yes,,,
JLDP,,Seawall Cam,,16-Oct-22,Oct,same as previous,,60,10,,290,9/17/22 16:32,10/16/22 13:08,29,MC,flip right side up,none,yes,,,yes,yes but not renamed,,,
JLDP,,Seawall Cam,,12-Nov-22,Nov,sd card missing,,,,,NA,NA,NA,NA,ME A F LW,,sd card missing,,,,na,,,,
JLDP,,Seawall Cam,,17-Dec-22,Dec,,,,,,,,,,MH and SC,,,,,,,,,,
JLDP,,Seawall Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Seawall Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,Boathouse Cam,,31-Jul-22,Jul,same as previous,,,8,,632,6/3/22 11:10,6/3/22 20:22,1,MM,,"Boathouse: ???, 100%",yes,died immediately? or on only for one day somehow,,yes in a deployment with last month,yes?,,,
VSFB,,Saucito Cam,,24-Jun-22,June,placed 6/3/2022,99,60,10,160,160,6/3/22 13:14,6/24/22 11:57,21,MC ME LW,,"New SD card from Percos Beach ; from placement: Small canyon south of Canada DE Los sauces; Placed on wood tpost mid thigh height; Pointing north; VSFB cam 4; 10 pics, one min, delay, hi sens",yes,not originally included in the spreadsheet?,,yes,no,,,
VSFB,,Ladrones Cam,,24-Jun-22,June,placed 6/3/2022; same as previous,dead,,10,15944,,,,1,MC ME LW,,"New SD card from Percos Post, refilled batteries NEED TO ADJUST CAMERA ANGLE - currently facing ocean (Died after one day)",no,,,no,no,,,
VSFB,,Ladrones Cam,,31-Jul-22,Jul,same as previous,,,10,,60025,6/24/22 12:15,6/29/22 2:19,5,MM,,"Ladrones: problem with battery, the relaxed is card is in there",attempting to use Animl 10/15/23,,,,yes (two drives),,,
VSFB,,Morida Cam,,31-Jul-22,Jul,same as previous,,,10,3590,320,6/24/22 11:26,7/31/22 14:49,37,MM,,"Morida: 3590, 100%",yes,,,yes,yes (two drives),,,
VSFB,,Not Water Canyon Cam,,24-Jun-22,June,placed 6/3/2022,89,,10,235,235,6/3/22 12:44,6/24/22 11:44,,MC ME LW,,New SD card from boat case,yes,sd issues i think - no data 6/20-6/24 or 6/15 - 6/20 or 6/3 - 6/8,,yes,yes,,,
VSFB,,Not Water Canyon Cam,,31-Jul-22,Jul,same as previous,,,10,315,80,6/24/22 0:00,7/31/22 14:48,5,MM,,"Not water canyon: 315, 57%",yes,first photo 6/25 12:39 - sd data loss - only recorded images from 5 days out of 37,,yes,yes (two drives),,,
VSFB,,Not Water Canyon Cam,,NOT VISITED ,Sep,,,,,,,,,,,,,NA,,,NA,,,,y
VSFB,,Not Water Canyon Cam,,15-Oct-22,Oct,same as previous,41%,60,10,545,160,8/21/22 14:54,10/15/22 13:50,17,MC A A M,,looks good,yes,still potential data loss from sd card; big gaps: 8/21-9/18 (27 days off),SD card for NWC was labeled Morida (160 images),yes,yes but not renamed,,,
VSFB,,Not Water Canyon Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,,,,,
VSFB,,Not Water Canyon Cam,,11-Dec-22,Dec,,84%,,,5% full,,,,,MH and ME,,"sd card pulled labeled ""mor""",,filename says 2023,,,,,,
VSFB,,Not Water Canyon Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Not Water Canyon Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,Old Fencepost Cam,,31-Jul-22,Jul,same as previous,,,8,3548,3456,6/24/22 13:36,7/31/22 13:22,37,MM,,"Old fence post: 3458, 100%; put in post, new picture in Maddie’s phone",yes,this is the deployment with the coyote dragging the sea lion carcass,,yes,yes (two drives),,,
VSFB,,Old Fencepost Cam,,NOT VISITED ,Aug,,,,,,,,,,,,,NA,,,NA,,,,y
VSFB,,Old Fencepost Cam,,7-Sep-22,Aug,was facing the sky; moved to other side of canyon to face the game trail,100%,,8,3344,,7/31/22 0:00,8/27/22 13:16,27,ZZ MM,fix,,yes,end was 7 sept 22 but two men moved camera on 8/27 1:16 to point up at cliff - no usable footage after that,,yes,,,,
VSFB,,Old Fencepost Cam,,NOT VISITED,Oct,swapped to other side of canyon previously,NA,,,NA,,,,,MC A A M,,,NA,,,na,,,,
VSFB,,Old Fencepost Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Old Fencepost Cam,,11-Dec-22,Dec,,100%,,,16320,,,,,MH and ME,,"was labeled jolluru by kids, date wrong",,filename says 2023,,,,,,
VSFB,,Old Fencepost Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Old Fencepost Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam N Backup,15-Oct-22,Oct,renamed,28%,60,10,5230? 280?,5230,9/7/22 18:00,10/15/22 11:35,20,MC A A M,remove weeds in front of camera,,yes,originally in riz S folder; big gap from 9/16-9/23-9/27-10/7,,yes,,,,
VSFB,,RIZ Cam Backup,RIZ Cam N Backup,11-Dec-22,Dec,,98%,,,0% full,,,,,MH and ME,,was labeled riz s by kids,,filename says 2023,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam N Backup,,Jan,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,RIZ Cam Backup,RIZ Cam N Backup,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,RIZ Cam,RIZ Cam N,24-Jun-22,June,same as previous,99,,10,70,70,6/22/22 0:00,6/24/22 10:56,2,MC ME LW,upside down - need to adjust position next time,,yes,sd issues i think ,,no - no animals,no,,,
VSFB,,RIZ Cam,RIZ Cam N,31-Jul-22,Jul,same as previous,,,10,,650,6/24/22 10:58,7/31/22 12:39,37,MM,,"Riz north: ???, 100%; changed batteries",yes,,,yes,yes (two drives),,,
VSFB,,RIZ Cam,RIZ Cam N,15-Oct-22,Oct,same as previous,0%,60,10,562,562,9/7/22 15:45,10/15/22 13:34,38,MC A A M,,,yes,,,yes,yes but not renamed,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,31-Jul-22,Jul,same as previous,,,10,,210,6/24/22 11:06,7/31/22 14:03,7,MM,,no notes,yes,full range but only 7 days that photos were taken/recorded,,yes,,,,
VSFB,,RIZ Cam S Canyon,,15-Oct-22,Oct,added a week previous to new canyon slightly south,100%,60,10,280,290,9/7/22 15:58,10/15/22 10:44,38,MC A A M,,images in sudden canyon folder are definitely of RIZ S; used deployment data in the riz s row with ? next to it,yes,,,yes,,,,
VSFB,,Saucito Cam,,11-Dec-22,Dec,,75%,,,2% full,,,,,MH and ME,,,,,,,,,,
VSFB,,Sudden Canyon Cam,,3-Jun-22,June,moved to point more at ocean,dead or sd full,30,8,,21074,5/10/22 10:56,5/18/22 12:12,8,ZZ SC,,Sudden canyon cam was dead (on 5/18) after 22k photos for some reason - adjusted slightly back pointing nw instead of at Ocean,yes,triggered constantly by sticks,,yes,yes,,,
VSFB,,Sudden Canyon Cam,,NOT VISITED ,Aug,,,,,,,,,,,,,NA,,,NA,,,,y
VSFB,,Sudden Canyon Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Sudden Canyon Cam,,11-Dec-22,Dec,,100%,,,368,,,,,MH and ME,,was labeled old fencepost by kids,,,,,,,,
VSFB,,Sudden Canyon Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
